Bitstream,NPB_File,UnixBench_File
ariane_IC4k_4w_128L_DC4k_4w_128L_BTB512_BHT16_RAS2_ITLB4_DTLB4.bit.bin,NPB_20260217_134307.txt,unixbench_20260217_140110.txt
ariane_IC4k_4w_128L_DC4k_4w_128L_BTB64_BHT16_RAS2_ITLB4_DTLB4.bit.bin,NPB_20260217_141606.txt,unixbench_20260217_143409.txt
ariane_IC4k_4w_128L_DC4k_4w_128L_BTB8192_BHT16_RAS2_ITLB4_DTLB4.bit.bin,NPB_20260217_144906.txt,unixbench_20260217_150703.txt
ariane_IC4k_4w_128L_DC4k_4w_128L_BTB8_BHT16_RAS2_ITLB4_DTLB4.bit.bin,NPB_20260217_152156.txt,unixbench_20260217_153953.txt
ariane_IC4k_4w_128L_DC8k_4w_128L_BTB16_BHT16_RAS2_ITLB4_DTLB4.bit.bin,NPB_20260217_155443.txt,unixbench_20260217_161204.txt
ariane_IC4k_8w_128L_DC4k_8w_128L_BTB16_BHT16_RAS2_ITLB4_DTLB4.bit.bin,NPB_20260217_162644.txt,unixbench_20260217_164445.txt
ariane_IC8k_4w_128L_DC4k_4w_128L_BTB16_BHT16_RAS2_ITLB4_DTLB4.bit.bin,NPB_20260217_165941.txt,unixbench_20260217_171659.txt
ariane_IC8k_4w_128L_DC8k_4w_128L_BTB16_BHT16_RAS2_ITLB4_DTLB4.bit.bin,NPB_20260217_173131.txt,unixbench_20260217_174816.txt
ariane_IC16k_4w_128L_DC16k_4w_128L_BTB16_BHT16_RAS2_ITLB4_DTLB4.bit.bin,NPB_20260217_180716.txt,unixbench_20260217_182254.txt
ariane_IC16k_4w_128L_DC4k_4w_128L_BTB16_BHT16_RAS2_ITLB4_DTLB4.bit.bin,NPB_20260217_183707.txt,unixbench_20260217_185349.txt
ariane_IC2k_4w_128L_DC2k_4w_128L_BTB16_BHT16_RAS2_ITLB4_DTLB4.bit.bin,NPB_20260217_190845.txt,unixbench_20260217_192821.txt
ariane_IC2k_4w_128L_DC4k_4w_128L_BTB16_BHT16_RAS2_ITLB4_DTLB4.bit.bin,NPB_20260217_194330.txt,unixbench_20260217_200217.txt
ariane_IC4k_16w_128L_DC4k_16w_128L_BTB16_BHT16_RAS2_ITLB4_DTLB4.bit.bin,NPB_20260217_201714.txt,unixbench_20260217_203513.txt
ariane_IC4k_1w_128L_DC4k_1w_128L_BTB16_BHT16_RAS2_ITLB4_DTLB4.bit.bin,NPB_20260217_205127.txt,unixbench_20260217_211750.txt
ariane_IC4k_2w_128L_DC4k_2w_128L_BTB16_BHT16_RAS2_ITLB4_DTLB4.bit.bin,NPB_20260217_213356.txt,unixbench_20260217_215208.txt
ariane_IC4k_4w_128L_DC16k_4w_128L_BTB16_BHT16_RAS2_ITLB4_DTLB4.bit.bin,NPB_20260217_220706.txt,unixbench_20260217_222355.txt
ariane_IC4k_4w_128L_DC2k_4w_128L_BTB16_BHT16_RAS2_ITLB4_DTLB4.bit.bin,NPB_20260217_223848.txt,unixbench_20260217_225743.txt
ariane_IC4k_4w_128L_DC4k_4w_128L_BTB1024_BHT16_RAS2_ITLB4_DTLB4.bit.bin,NPB_20260217_231247.txt,unixbench_20260217_233044.txt
ariane_IC4k_4w_128L_DC4k_4w_128L_BTB128_BHT16_RAS2_ITLB4_DTLB4.bit.bin,NPB_20260217_234538.txt,unixbench_20260218_000338.txt
ariane_IC4k_4w_128L_DC4k_4w_128L_BTB16384_BHT16_RAS2_ITLB4_DTLB4.bit.bin,NPB_20260218_001833.txt,unixbench_20260218_003629.txt
ariane_IC4k_4w_128L_DC4k_4w_128L_BTB16_BHT1024_RAS2_ITLB4_DTLB4.bit.bin,NPB_20260218_005119.txt,unixbench_20260218_010846.txt
ariane_IC4k_4w_128L_DC4k_4w_128L_BTB16_BHT128_RAS2_ITLB4_DTLB4.bit.bin,NPB_20260218_012330.txt,unixbench_20260218_014113.txt
ariane_IC4k_4w_128L_DC4k_4w_128L_BTB16_BHT16384_RAS2_ITLB4_DTLB4.bit.bin,NPB_20260218_015608.txt,unixbench_20260218_021338.txt
ariane_IC4k_4w_128L_DC4k_4w_128L_BTB16_BHT16_RAS2_ITLB4_DTLB4.bit.bin,NPB_20260218_022820.txt,unixbench_20260218_024616.txt
ariane_IC4k_4w_128L_DC4k_4w_128L_BTB16_BHT2048_RAS2_ITLB4_DTLB4.bit.bin,NPB_20260218_030108.txt,unixbench_20260218_031834.txt
ariane_IC4k_4w_128L_DC4k_4w_128L_BTB16_BHT256_RAS2_ITLB4_DTLB4.bit.bin,NPB_20260218_033315.txt,unixbench_20260218_035051.txt
ariane_IC4k_4w_128L_DC4k_4w_128L_BTB16_BHT32_RAS2_ITLB4_DTLB4.bit.bin,NPB_20260218_040539.txt,unixbench_20260218_042323.txt
ariane_IC4k_4w_128L_DC4k_4w_128L_BTB16_BHT4096_RAS2_ITLB4_DTLB4.bit.bin,NPB_20260218_043812.txt,unixbench_20260218_045540.txt
ariane_IC4k_4w_128L_DC4k_4w_128L_BTB16_BHT512_RAS2_ITLB4_DTLB4.bit.bin,NPB_20260218_051029.txt,unixbench_20260218_052804.txt
ariane_IC4k_4w_128L_DC4k_4w_128L_BTB16_BHT64_RAS2_ITLB4_DTLB4.bit.bin,NPB_20260218_054257.txt,unixbench_20260218_060049.txt
ariane_IC4k_4w_128L_DC4k_4w_128L_BTB16_BHT8192_RAS2_ITLB4_DTLB4.bit.bin,NPB_20260218_061539.txt,unixbench_20260218_063305.txt
ariane_IC4k_4w_128L_DC4k_4w_128L_BTB2048_BHT16_RAS2_ITLB4_DTLB4.bit.bin,NPB_20260218_064745.txt,unixbench_20260218_070546.txt
ariane_IC4k_4w_128L_DC4k_4w_128L_BTB256_BHT16_RAS2_ITLB4_DTLB4.bit.bin,NPB_20260218_072040.txt,unixbench_20260218_073840.txt
ariane_IC4k_4w_128L_DC4k_4w_128L_BTB32768_BHT16_RAS2_ITLB4_DTLB4.bit.bin,NPB_20260218_075342.txt,unixbench_20260218_081142.txt
ariane_IC4k_4w_128L_DC4k_4w_128L_BTB32_BHT16_RAS2_ITLB4_DTLB4.bit.bin,NPB_20260218_082636.txt,unixbench_20260218_084441.txt
ariane_IC4k_4w_128L_DC4k_4w_128L_BTB4096_BHT16_RAS2_ITLB4_DTLB4.bit.bin,NPB_20260218_085938.txt,unixbench_20260218_091739.txt
ariane_IC4k_4w_128L_DC4k_4w_128L_BTB512_BHT16_RAS2_ITLB4_DTLB4.bit.bin,NPB_20260218_093233.txt,unixbench_20260218_095036.txt
ariane_IC4k_4w_128L_DC4k_4w_128L_BTB64_BHT16_RAS2_ITLB4_DTLB4.bit.bin,NPB_20260218_100532.txt,unixbench_20260218_102329.txt
ariane_IC4k_4w_128L_DC4k_4w_128L_BTB8192_BHT16_RAS2_ITLB4_DTLB4.bit.bin,NPB_20260218_103824.txt,unixbench_20260218_105622.txt
ariane_IC4k_4w_128L_DC4k_4w_128L_BTB8_BHT16_RAS2_ITLB4_DTLB4.bit.bin,NPB_20260218_111117.txt,unixbench_20260218_112908.txt
ariane_IC4k_4w_128L_DC8k_4w_128L_BTB16_BHT16_RAS2_ITLB4_DTLB4.bit.bin,NPB_20260218_114357.txt,unixbench_20260218_120121.txt
ariane_IC4k_8w_128L_DC4k_8w_128L_BTB16_BHT16_RAS2_ITLB4_DTLB4.bit.bin,NPB_20260218_121602.txt,unixbench_20260218_123356.txt
ariane_IC8k_4w_128L_DC4k_4w_128L_BTB16_BHT16_RAS2_ITLB4_DTLB4.bit.bin,NPB_20260218_124843.txt,unixbench_20260218_130556.txt
ariane_IC8k_4w_128L_DC8k_4w_128L_BTB16_BHT16_RAS2_ITLB4_DTLB4.bit.bin,NPB_20260218_132027.txt,unixbench_20260218_133711.txt
