config,ic_size,dc_size,suite,name,score,units,instructions,cycles,ipc
IC16w_DC16w,4k,4k,UnixBench,Pipe_Throughput,8771,lps,34541734,247774246,0.1394
IC16w_DC16w,4k,4k,UnixBench,Context_Switching,826,lps,13806310,118003561,0.1170
IC1w_DC1w,4k,4k,NPB,EP,0.08,Mop/s,2159006117,9872501510,0.2187
IC1w_DC1w,4k,4k,NPB,IS,0.35,Mop/s,7816538,45517174,0.1717
IC1w_DC1w,4k,4k,NPB,CG,0.40,Mop/s,401275128,4056819922,0.0989
IC1w_DC1w,4k,4k,NPB,MG,0.49,Mop/s,38673855,378140712,0.1023
IC1w_DC1w,4k,4k,NPB,FT,0.95,Mop/s,608268987,4585413237,0.1327
IC1w_DC1w,4k,4k,NPB,BT,1.38,Mop/s,583703370,4070984263,0.1434
IC1w_DC1w,4k,4k,NPB,SP,0.55,Mop/s,412417146,4322358711,0.0954
IC1w_DC1w,4k,4k,NPB,LU,1.80,Mop/s,212577401,1394490254,0.1524
IC1w_DC1w,4k,4k,UnixBench,Arithmetic_Overhead,20298929,lps,86957076,245451204,0.3543
IC1w_DC1w,4k,4k,UnixBench,Arithmetic_Register,590416,lps,126803274,245493539,0.5165
IC1w_DC1w,4k,4k,UnixBench,Arithmetic_Short,590027,lps,126709629,245159909,0.5168
IC1w_DC1w,4k,4k,UnixBench,Arithmetic_Int,590708,lps,126846098,245618971,0.5164
IC1w_DC1w,4k,4k,UnixBench,Dhrystone,126035,lps,40984682,150435867,0.2724
IC1w_DC1w,4k,4k,UnixBench,Arithmetic_Double,593227,lps,127354628,245994136,0.5177
IC1w_DC1w,4k,4k,UnixBench,Whetstone,9.001,MWIPS,53932451,260540550,0.2070
IC1w_DC1w,4k,4k,UnixBench,Syscall_Mix,14532,lps,29830747,245071396,0.1217
IC1w_DC1w,4k,4k,UnixBench,Syscall_GetPID,153785,lps,43072904,243073392,0.1772
IC1w_DC1w,4k,4k,UnixBench,Syscall_Exec,11,lps,1909147,22012718,0.0867
IC1w_DC1w,4k,4k,UnixBench,Pipe_Throughput,5828,lps,25086582,245280618,0.1023
IC1w_DC1w,4k,4k,UnixBench,Context_Switching,650,lps,9610619,116413352,0.0826
IC2w_DC2w,4k,4k,NPB,EP,0.12,Mop/s,2092466197,7086261184,0.2953
IC2w_DC2w,4k,4k,NPB,IS,0.46,Mop/s,7556065,35219036,0.2145
IC2w_DC2w,4k,4k,NPB,CG,0.77,Mop/s,356535252,2154630743,0.1655
IC2w_DC2w,4k,4k,NPB,MG,0.96,Mop/s,34410410,196220750,0.1754
IC2w_DC2w,4k,4k,NPB,FT,1.22,Mop/s,584767843,3598633512,0.1625
IC2w_DC2w,4k,4k,NPB,BT,2.12,Mop/s,550341852,2659438931,0.2069
IC2w_DC2w,4k,4k,NPB,SP,1.15,Mop/s,359953603,2087831455,0.1724
IC2w_DC2w,4k,4k,NPB,LU,2.89,Mop/s,200426255,875647436,0.2289
IC2w_DC2w,4k,4k,UnixBench,Arithmetic_Overhead,22525077,lps,95824470,247776229,0.3867
IC2w_DC2w,4k,4k,UnixBench,Arithmetic_Register,654422,lps,139894088,247440737,0.5654
IC2w_DC2w,4k,4k,UnixBench,Arithmetic_Short,655441,lps,140106568,247813160,0.5654
IC2w_DC2w,4k,4k,UnixBench,Arithmetic_Int,654688,lps,139952270,247494871,0.5655
IC2w_DC2w,4k,4k,UnixBench,Dhrystone,245574,lps,77138858,180379692,0.4276
IC2w_DC2w,4k,4k,UnixBench,Arithmetic_Double,654559,lps,139932895,247466352,0.5655
IC2w_DC2w,4k,4k,UnixBench,Whetstone,18.628,MWIPS,98296872,248691534,0.3953
IC2w_DC2w,4k,4k,UnixBench,Syscall_Mix,21315,lps,41051287,247334818,0.1660
IC2w_DC2w,4k,4k,UnixBench,Syscall_GetPID,201593,lps,54733557,244875973,0.2235
IC2w_DC2w,4k,4k,UnixBench,Syscall_Exec,19,lps,2705475,22908691,0.1181
IC2w_DC2w,4k,4k,UnixBench,Pipe_Throughput,8800,lps,34585956,247926248,0.1395
IC2w_DC2w,4k,4k,UnixBench,Context_Switching,830,lps,13712809,118360778,0.1159
IC4w_DC4w,4k,4k,NPB,EP,0.12,Mop/s,2091691241,7040650157,0.2971
IC4w_DC4w,4k,4k,NPB,IS,0,-,0,0,0
IC4w_DC4w,4k,4k,NPB,CG,0.78,Mop/s,355775473,2120515633,0.1678
IC4w_DC4w,4k,4k,NPB,MG,1.07,Mop/s,33930973,175421808,0.1934
IC4w_DC4w,4k,4k,NPB,FT,1.19,Mop/s,586627675,3673503906,0.1597
IC4w_DC4w,4k,4k,NPB,BT,2.16,Mop/s,549510846,2620835226,0.2097
IC4w_DC4w,4k,4k,NPB,SP,1.22,Mop/s,357261817,1968876909,0.1815
IC4w_DC4w,4k,4k,NPB,LU,2.91,Mop/s,200278885,869747449,0.2303
IC4w_DC4w,4k,4k,UnixBench,Arithmetic_Overhead,22621645,lps,96255667,247394300,0.3891
IC4w_DC4w,4k,4k,UnixBench,Arithmetic_Register,658517,lps,140748729,247543809,0.5686
IC4w_DC4w,4k,4k,UnixBench,Arithmetic_Short,658000,lps,140662474,247306637,0.5688
IC4w_DC4w,4k,4k,UnixBench,Arithmetic_Int,658751,lps,140787325,247588489,0.5686
IC4w_DC4w,4k,4k,UnixBench,Dhrystone,259426,lps,81282691,181390574,0.4481
IC4w_DC4w,4k,4k,UnixBench,Arithmetic_Double,658758,lps,140787397,247486754,0.5689
IC4w_DC4w,4k,4k,UnixBench,Whetstone,19.491,MWIPS,103486730,251601229,0.4113
IC4w_DC4w,4k,4k,UnixBench,Syscall_Mix,22730,lps,43407710,247311621,0.1755
IC4w_DC4w,4k,4k,UnixBench,Syscall_GetPID,203386,lps,55161349,244998190,0.2252
IC4w_DC4w,4k,4k,UnixBench,Syscall_Exec,20,lps,2478741,20720480,0.1196
IC4w_DC4w,4k,4k,UnixBench,Pipe_Throughput,8802,lps,34638903,247497476,0.1400
IC4w_DC4w,4k,4k,UnixBench,Context_Switching,869,lps,14472096,123651397,0.1170
IC8w_DC8w,4k,4k,NPB,EP,0.12,Mop/s,2091892313,7053054635,0.2966
IC8w_DC8w,4k,4k,NPB,IS,0,-,0,0,0
IC8w_DC8w,4k,4k,NPB,CG,0.78,Mop/s,355767879,2120606534,0.1678
IC8w_DC8w,4k,4k,NPB,MG,1.07,Mop/s,33937273,175534184,0.1933
IC8w_DC8w,4k,4k,NPB,FT,1.21,Mop/s,585682063,3634680789,0.1611
IC8w_DC8w,4k,4k,NPB,BT,2.14,Mop/s,549851431,2635261065,0.2087
IC8w_DC8w,4k,4k,NPB,SP,1.22,Mop/s,356995809,1959448862,0.1822
IC8w_DC8w,4k,4k,NPB,LU,2.90,Mop/s,200339036,871953871,0.2298
IC8w_DC8w,4k,4k,UnixBench,Arithmetic_Overhead,22657264,lps,96390609,247446649,0.3895
IC8w_DC8w,4k,4k,UnixBench,Arithmetic_Register,658974,lps,140856516,247418147,0.5693
IC8w_DC8w,4k,4k,UnixBench,Arithmetic_Short,661324,lps,141305936,247687807,0.5705
IC8w_DC8w,4k,4k,UnixBench,Arithmetic_Int,658945,lps,140841149,247334470,0.5694
IC8w_DC8w,4k,4k,UnixBench,Dhrystone,259931,lps,81426712,181510115,0.4486
IC8w_DC8w,4k,4k,UnixBench,Arithmetic_Double,660743,lps,141187793,247612570,0.5702
IC8w_DC8w,4k,4k,UnixBench,Whetstone,19.493,MWIPS,103485557,251402898,0.4116
IC8w_DC8w,4k,4k,UnixBench,Syscall_Mix,23130,lps,44057019,247348446,0.1781
IC8w_DC8w,4k,4k,UnixBench,Syscall_GetPID,213404,lps,57632542,244771212,0.2355
IC8w_DC8w,4k,4k,UnixBench,Syscall_Exec,20,lps,2586388,21853466,0.1184
IC8w_DC8w,4k,4k,UnixBench,Pipe_Throughput,8931,lps,35072072,247293332,0.1418
IC8w_DC8w,4k,4k,UnixBench,Context_Switching,837,lps,13877604,118814092,0.1168
IC16w_DC16w,4k,4k,NPB,EP,0.12,Mop/s,2091961789,7052936504,0.2966
IC16w_DC16w,4k,4k,NPB,IS,0,-,0,0,0
IC16w_DC16w,4k,4k,NPB,CG,0.78,Mop/s,355813336,2120602982,0.1678
IC16w_DC16w,4k,4k,NPB,MG,1.07,Mop/s,33927201,175687698,0.1931
IC16w_DC16w,4k,4k,NPB,FT,1.21,Mop/s,585426738,3620263274,0.1617
IC16w_DC16w,4k,4k,NPB,BT,2.14,Mop/s,550068608,2644010920,0.2080
IC16w_DC16w,4k,4k,NPB,SP,1.22,Mop/s,356967145,1956253916,0.1825
IC16w_DC16w,4k,4k,NPB,LU,2.92,Mop/s,200153143,864861593,0.2314
IC16w_DC16w,4k,4k,UnixBench,Arithmetic_Overhead,22617319,lps,96236545,247667879,0.3886
IC16w_DC16w,4k,4k,UnixBench,Arithmetic_Register,658987,lps,140845701,247606898,0.5688
IC16w_DC16w,4k,4k,UnixBench,Arithmetic_Short,656857,lps,140430631,247330564,0.5678
IC16w_DC16w,4k,4k,UnixBench,Arithmetic_Int,657726,lps,140605433,247498337,0.5681
IC16w_DC16w,4k,4k,UnixBench,Dhrystone,257737,lps,80736640,180407628,0.4475
IC16w_DC16w,4k,4k,UnixBench,Arithmetic_Double,659526,lps,140953474,247744455,0.5689
IC16w_DC16w,4k,4k,UnixBench,Whetstone,19.416,MWIPS,103505500,252203252,0.4104
IC16w_DC16w,4k,4k,UnixBench,Syscall_Mix,23727,lps,45088685,246843795,0.1827
IC16w_DC16w,4k,4k,UnixBench,Syscall_GetPID,197042,lps,53585051,245683545,0.2181
IC16w_DC16w,4k,4k,UnixBench,Syscall_Exec,19,lps,2596960,22160117,0.1172
IC16w_DC16w,4k,4k,UnixBench,Pipe_Throughput,8693,lps,34303115,247551293,0.1386
IC16w_DC16w,4k,4k,UnixBench,Context_Switching,831,lps,13604585,117087448,0.1162
IC1w_DC1w,4k,4k,NPB,EP,0.08,Mop/s,2157120842,9817117629,0.2197
IC1w_DC1w,4k,4k,NPB,IS,0.36,Mop/s,7779295,44865371,0.1734
IC1w_DC1w,4k,4k,NPB,CG,0.41,Mop/s,400514400,4031388683,0.0993
IC1w_DC1w,4k,4k,NPB,MG,0.50,Mop/s,38678339,376618535,0.1027
IC1w_DC1w,4k,4k,NPB,FT,0.95,Mop/s,607612087,4561320681,0.1332
IC1w_DC1w,4k,4k,NPB,BT,1.38,Mop/s,583072856,4048496648,0.1440
IC1w_DC1w,4k,4k,NPB,SP,0.56,Mop/s,410913308,4262174179,0.0964
IC1w_DC1w,4k,4k,NPB,LU,1.80,Mop/s,212501346,1393847722,0.1525
IC1w_DC1w,4k,4k,UnixBench,Arithmetic_Overhead,20368511,lps,87220016,245734588,0.3549
IC1w_DC1w,4k,4k,UnixBench,Arithmetic_Register,593149,lps,127345120,245551445,0.5186
IC1w_DC1w,4k,4k,UnixBench,Arithmetic_Short,593315,lps,127379917,246154096,0.5175
IC1w_DC1w,4k,4k,UnixBench,Arithmetic_Int,590355,lps,126796133,245124072,0.5173
IC1w_DC1w,4k,4k,UnixBench,Dhrystone,127251,lps,41335942,151332478,0.2731
IC1w_DC1w,4k,4k,UnixBench,Arithmetic_Double,595037,lps,127720348,245893395,0.5194
IC1w_DC1w,4k,4k,UnixBench,Whetstone,9.037,MWIPS,53922475,260082367,0.2073
IC1w_DC1w,4k,4k,UnixBench,Syscall_Mix,15491,lps,31433345,246134152,0.1277
IC1w_DC1w,4k,4k,UnixBench,Syscall_GetPID,141399,lps,40097580,242643828,0.1653
IC1w_DC1w,4k,4k,UnixBench,Syscall_Exec,12,lps,2129759,24364621,0.0874
IC1w_DC1w,4k,4k,UnixBench,Pipe_Throughput,5684,lps,24636066,244792132,0.1006
IC1w_DC1w,4k,4k,UnixBench,Context_Switching,655,lps,9820520,118489343,0.0829
IC2w_DC2w,4k,4k,NPB,EP,0.12,Mop/s,2092521023,7090202477,0.2951
IC2w_DC2w,4k,4k,NPB,IS,0.46,Mop/s,7554430,35261037,0.2142
IC2w_DC2w,4k,4k,NPB,CG,0.76,Mop/s,356588185,2157023082,0.1653
IC2w_DC2w,4k,4k,NPB,MG,0.94,Mop/s,34532262,201081918,0.1717
IC2w_DC2w,4k,4k,NPB,FT,1.22,Mop/s,584843650,3601676805,0.1624
IC2w_DC2w,4k,4k,NPB,BT,2.12,Mop/s,550351303,2660137433,0.2069
IC2w_DC2w,4k,4k,NPB,SP,1.14,Mop/s,360015359,2091337402,0.1721
IC2w_DC2w,4k,4k,NPB,LU,2.89,Mop/s,200389720,876108154,0.2287
IC2w_DC2w,4k,4k,UnixBench,Arithmetic_Overhead,22452922,lps,95565558,247640944,0.3859
IC2w_DC2w,4k,4k,UnixBench,Arithmetic_Register,653319,lps,139685128,247929880,0.5634
IC2w_DC2w,4k,4k,UnixBench,Arithmetic_Short,652804,lps,139577713,247364840,0.5643
IC2w_DC2w,4k,4k,UnixBench,Arithmetic_Int,653350,lps,139681484,247726632,0.5639
IC2w_DC2w,4k,4k,UnixBench,Dhrystone,243780,lps,76557486,178778266,0.4282
IC2w_DC2w,4k,4k,UnixBench,Arithmetic_Double,653940,lps,139798888,247735909,0.5643
IC2w_DC2w,4k,4k,UnixBench,Whetstone,18.155,MWIPS,92965287,241080207,0.3856
IC2w_DC2w,4k,4k,UnixBench,Syscall_Mix,20446,lps,39633616,246627661,0.1607
IC2w_DC2w,4k,4k,UnixBench,Syscall_GetPID,178638,lps,49105765,245525746,0.2000
IC2w_DC2w,4k,4k,UnixBench,Syscall_Exec,19,lps,2578885,21976701,0.1173
IC2w_DC2w,4k,4k,UnixBench,Pipe_Throughput,8639,lps,34122418,247465916,0.1379
IC2w_DC2w,4k,4k,UnixBench,Context_Switching,810,lps,13663030,117672500,0.1161
IC4w_DC4w,4k,4k,NPB,EP,0.12,Mop/s,2091638724,7038667632,0.2972
IC4w_DC4w,4k,4k,NPB,IS,0.46,Mop/s,7586570,35384279,0.2144
IC4w_DC4w,4k,4k,NPB,CG,0.78,Mop/s,355704143,2114613585,0.1682
IC4w_DC4w,4k,4k,NPB,MG,1.07,Mop/s,33938897,175049730,0.1939
IC4w_DC4w,4k,4k,NPB,FT,1.20,Mop/s,586560861,3667030675,0.1600
IC4w_DC4w,4k,4k,NPB,BT,2.16,Mop/s,549523059,2618399841,0.2099
IC4w_DC4w,4k,4k,NPB,SP,1.22,Mop/s,357055113,1958547830,0.1823
IC4w_DC4w,4k,4k,NPB,LU,2.91,Mop/s,200285641,869597727,0.2303
IC4w_DC4w,4k,4k,UnixBench,Arithmetic_Overhead,22628240,lps,96271704,247581510,0.3888
IC4w_DC4w,4k,4k,UnixBench,Arithmetic_Register,658912,lps,140837569,247540260,0.5689
IC4w_DC4w,4k,4k,UnixBench,Arithmetic_Short,658670,lps,140776235,247558478,0.5687
IC4w_DC4w,4k,4k,UnixBench,Arithmetic_Int,659125,lps,140869925,247511524,0.5691
IC4w_DC4w,4k,4k,UnixBench,Dhrystone,259084,lps,81199600,181600385,0.4471
IC4w_DC4w,4k,4k,UnixBench,Arithmetic_Double,658233,lps,140710087,247355030,0.5689
IC4w_DC4w,4k,4k,UnixBench,Whetstone,19.447,MWIPS,103545287,252319757,0.4104
IC4w_DC4w,4k,4k,UnixBench,Syscall_Mix,22096,lps,42358902,247405686,0.1712
IC4w_DC4w,4k,4k,UnixBench,Syscall_GetPID,186856,lps,51189504,244971042,0.2090
IC4w_DC4w,4k,4k,UnixBench,Syscall_Exec,20,lps,2526567,21153771,0.1194
IC4w_DC4w,4k,4k,UnixBench,Pipe_Throughput,8890,lps,34930412,247428683,0.1412
IC4w_DC4w,4k,4k,UnixBench,Context_Switching,832,lps,13867992,118318985,0.1172
IC8w_DC8w,4k,4k,NPB,EP,0.12,Mop/s,2091647801,7045192609,0.2969
IC8w_DC8w,4k,4k,NPB,IS,0,-,0,0,0
IC8w_DC8w,4k,4k,NPB,CG,0.78,Mop/s,355743158,2119574219,0.1678
IC8w_DC8w,4k,4k,NPB,MG,1.07,Mop/s,33920294,175617523,0.1931
IC8w_DC8w,4k,4k,NPB,FT,1.21,Mop/s,585653373,3633109002,0.1612
IC8w_DC8w,4k,4k,NPB,BT,2.15,Mop/s,549764927,2632571608,0.2088
IC8w_DC8w,4k,4k,NPB,SP,1.23,Mop/s,356796408,1953423170,0.1827
IC8w_DC8w,4k,4k,NPB,LU,2.91,Mop/s,200286900,870381562,0.2301
IC8w_DC8w,4k,4k,UnixBench,Arithmetic_Overhead,22648624,lps,96351345,247420915,0.3894
IC8w_DC8w,4k,4k,UnixBench,Arithmetic_Register,659211,lps,140902529,247442790,0.5694
IC8w_DC8w,4k,4k,UnixBench,Arithmetic_Short,659503,lps,140944192,247485268,0.5695
IC8w_DC8w,4k,4k,UnixBench,Arithmetic_Int,658730,lps,140800011,247352387,0.5692
IC8w_DC8w,4k,4k,UnixBench,Dhrystone,259585,lps,81319589,181496145,0.4481
IC8w_DC8w,4k,4k,UnixBench,Arithmetic_Double,658657,lps,140789424,247305694,0.5693
IC8w_DC8w,4k,4k,UnixBench,Whetstone,19.478,MWIPS,103488194,251644384,0.4112
IC8w_DC8w,4k,4k,UnixBench,Syscall_Mix,23364,lps,44453335,247324810,0.1797
IC8w_DC8w,4k,4k,UnixBench,Syscall_GetPID,214000,lps,57721658,245181429,0.2354
IC8w_DC8w,4k,4k,UnixBench,Syscall_Exec,20,lps,2653595,22170276,0.1197
IC8w_DC8w,4k,4k,UnixBench,Pipe_Throughput,8899,lps,34948362,247435004,0.1412
IC8w_DC8w,4k,4k,UnixBench,Context_Switching,823,lps,13836874,117865163,0.1174
IC16w_DC16w,4k,4k,NPB,EP,0.12,Mop/s,2091864985,7048026695,0.2968
IC16w_DC16w,4k,4k,NPB,IS,0,-,0,0,0
IC16w_DC16w,4k,4k,NPB,CG,0.78,Mop/s,355784977,2119491152,0.1679
IC16w_DC16w,4k,4k,NPB,MG,1.07,Mop/s,33935671,175770617,0.1931
IC16w_DC16w,4k,4k,NPB,FT,1.21,Mop/s,585167952,3617355744,0.1618
IC16w_DC16w,4k,4k,NPB,BT,2.14,Mop/s,549863597,2641486195,0.2082
IC16w_DC16w,4k,4k,NPB,SP,1.22,Mop/s,356859072,1956190568,0.1824
IC16w_DC16w,4k,4k,NPB,LU,2.92,Mop/s,200143998,865096903,0.2314
IC16w_DC16w,4k,4k,UnixBench,Arithmetic_Overhead,22651133,lps,96363661,247730916,0.3890
IC16w_DC16w,4k,4k,UnixBench,Arithmetic_Register,658751,lps,140796294,247549132,0.5688
IC16w_DC16w,4k,4k,UnixBench,Arithmetic_Short,659254,lps,140898702,247802502,0.5686
IC16w_DC16w,4k,4k,UnixBench,Arithmetic_Int,659443,lps,140933594,247686702,0.5690
IC16w_DC16w,4k,4k,UnixBench,Dhrystone,257177,lps,80571203,180161708,0.4472
IC16w_DC16w,4k,4k,UnixBench,Arithmetic_Double,659188,lps,140892222,247692733,0.5688
IC16w_DC16w,4k,4k,UnixBench,Whetstone,19.445,MWIPS,103487322,252067259,0.4106
IC16w_DC16w,4k,4k,UnixBench,Syscall_Mix,23391,lps,44576024,246600552,0.1808
