Bitstream,NPB_File,UnixBench_File
ariane_IC32k_4w_128L_DC32k_4w_128L_BTB16_BHT16_RAS2_ITLB4_DTLB4.bit.bin,BOOT_TIMEOUT,BOOT_TIMEOUT
ariane_IC64k_4w_128L_DC64k_4w_128L_BTB16_BHT16_RAS2_ITLB4_DTLB4.bit.bin,BOOT_TIMEOUT,BOOT_TIMEOUT
ariane_IC4k_4w_128L_DC4k_4w_128L_BTB1024_BHT16_RAS2_ITLB4_DTLB4.bit.bin,NPB_20260205_131334.txt,unixbench_19700101_000322.txt
ariane_IC4k_4w_128L_DC4k_4w_128L_BTB16384_BHT16_RAS2_ITLB4_DTLB4.bit.bin,NPB_20260205_134608.txt,unixbench_20260205_140356.txt
ariane_IC4k_4w_128L_DC4k_4w_128L_BTB16_BHT2048_RAS2_ITLB4_DTLB4.bit.bin,NPB_20260205_141838.txt,unixbench_20260205_143551.txt
ariane_IC4k_4w_128L_DC4k_4w_128L_BTB16_BHT4096_RAS2_ITLB4_DTLB4.bit.bin,NPB_20260205_145020.txt,unixbench_20260205_150732.txt
ariane_IC4k_4w_128L_DC4k_4w_128L_BTB16_BHT8192_RAS2_ITLB4_DTLB4.bit.bin,NPB_20260205_152159.txt,unixbench_20260205_153913.txt
ariane_IC4k_4w_128L_DC4k_4w_128L_BTB2048_BHT16_RAS2_ITLB4_DTLB4.bit.bin,NPB_20260205_155343.txt,unixbench_20260205_161133.txt
ariane_IC4k_4w_128L_DC4k_4w_128L_BTB4096_BHT16_RAS2_ITLB4_DTLB4.bit.bin,NPB_20260205_162617.txt,unixbench_20260205_164410.txt
ariane_IC4k_4w_128L_DC4k_4w_128L_BTB8192_BHT16_RAS2_ITLB4_DTLB4.bit.bin,NPB_20260205_165855.txt,unixbench_20260205_171643.txt
ariane_IC128k_4w_128L_DC4k_4w_128L_BTB16_BHT16_RAS2_ITLB4_DTLB4.bit.bin,SHELL_FAIL,SHELL_FAIL
ariane_IC16k_4w_128L_DC4k_4w_128L_BTB16_BHT16_RAS2_ITLB4_DTLB4.bit.bin,NPB_20260207_171044.txt,unixbench_20260207_172723.txt
ariane_IC256k_4w_128L_DC4k_4w_128L_BTB16_BHT16_RAS2_ITLB4_DTLB4.bit.bin,SHELL_FAIL,SHELL_FAIL
ariane_IC2k_4w_128L_DC4k_4w_128L_BTB16_BHT16_RAS2_ITLB4_DTLB4.bit.bin,NPB_20260207_175403.txt,unixbench_20260207_181253.txt
ariane_IC32k_4w_128L_DC4k_4w_128L_BTB16_BHT16_RAS2_ITLB4_DTLB4.bit.bin,SHELL_FAIL,SHELL_FAIL
ariane_IC4k_4w_128L_DC128k_4w_128L_BTB16_BHT16_RAS2_ITLB4_DTLB4.bit.bin,BOOT_TIMEOUT,BOOT_TIMEOUT
ariane_IC4k_4w_128L_DC16k_4w_128L_BTB16_BHT16_RAS2_ITLB4_DTLB4.bit.bin,NPB_20260207_194023.txt,unixbench_20260207_195709.txt
ariane_IC4k_4w_128L_DC256k_4w_128L_BTB16_BHT16_RAS2_ITLB4_DTLB4.bit.bin,BOOT_TIMEOUT,BOOT_TIMEOUT
ariane_IC4k_4w_128L_DC2k_4w_128L_BTB16_BHT16_RAS2_ITLB4_DTLB4.bit.bin,NPB_20260207_211225.txt,unixbench_20260207_213121.txt
ariane_IC4k_4w_128L_DC32k_4w_128L_BTB16_BHT16_RAS2_ITLB4_DTLB4.bit.bin,BOOT_TIMEOUT,BOOT_TIMEOUT
ariane_IC4k_4w_128L_DC64k_4w_128L_BTB16_BHT16_RAS2_ITLB4_DTLB4.bit.bin,BOOT_TIMEOUT,BOOT_TIMEOUT
ariane_IC4k_4w_128L_DC8k_4w_128L_BTB16_BHT16_RAS2_ITLB4_DTLB4.bit.bin,NPB_20260207_234718.txt,unixbench_20260208_000445.txt
ariane_IC64k_4w_128L_DC4k_4w_128L_BTB16_BHT16_RAS2_ITLB4_DTLB4.bit.bin,SHELL_FAIL,SHELL_FAIL
ariane_IC8k_4w_128L_DC4k_4w_128L_BTB16_BHT16_RAS2_ITLB4_DTLB4.bit.bin,NPB_20260208_003122.txt,unixbench_20260208_004836.txt
