config,ic_size,dc_size,suite,name,score,units,instructions,cycles,ipc
BHT16384,4k,4k,UnixBench,Pipe_Throughput,10171,lps,39009867,247727878,0.1575
BHT16384,4k,4k,UnixBench,Context_Switching,1030,lps,14567344,117077871,0.1244
BHT16,4k,4k,NPB,EP,0.12,Mop/s,2091668002,7039501394,0.2971
BHT16,4k,4k,NPB,IS,0.46,Mop/s,7563179,35208183,0.2148
BHT16,4k,4k,NPB,CG,0.78,Mop/s,355696154,2115476417,0.1681
BHT16,4k,4k,NPB,MG,1.07,Mop/s,33945578,175764773,0.1931
BHT16,4k,4k,NPB,FT,1.20,Mop/s,586516878,3668258563,0.1599
BHT16,4k,4k,NPB,BT,2.15,Mop/s,549585131,2623536141,0.2095
BHT16,4k,4k,NPB,SP,1.22,Mop/s,357217416,1967076617,0.1816
BHT16,4k,4k,NPB,LU,2.91,Mop/s,200284621,869695012,0.2303
BHT16,4k,4k,UnixBench,Arithmetic_Overhead,22628410,lps,96276482,247438199,0.3891
BHT16,4k,4k,UnixBench,Arithmetic_Register,656801,lps,140416558,247294871,0.5678
BHT16,4k,4k,UnixBench,Arithmetic_Short,657984,lps,140646738,247484425,0.5683
BHT16,4k,4k,UnixBench,Arithmetic_Int,656524,lps,140357251,247241618,0.5677
BHT16,4k,4k,UnixBench,Dhrystone,258583,lps,81002244,180904427,0.4478
BHT16,4k,4k,UnixBench,Arithmetic_Double,658043,lps,140654558,247514724,0.5683
BHT16,4k,4k,UnixBench,Whetstone,19.442,MWIPS,103518330,252129168,0.4106
BHT16,4k,4k,UnixBench,Syscall_Mix,22260,lps,42655591,246832132,0.1728
BHT16,4k,4k,UnixBench,Syscall_GetPID,202511,lps,54975321,245277791,0.2241
BHT16,4k,4k,UnixBench,Syscall_Exec,20,lps,2692659,22490055,0.1197
BHT16,4k,4k,UnixBench,Pipe_Throughput,8884,lps,34898396,247634302,0.1409
BHT16,4k,4k,UnixBench,Context_Switching,837,lps,14101307,120705171,0.1168
BHT2048,4k,4k,NPB,EP,0.12,Mop/s,2082286248,6664659965,0.3124
BHT2048,4k,4k,NPB,IS,0,-,0,0,0
BHT2048,4k,4k,NPB,CG,0.80,Mop/s,354497417,2072171222,0.1711
BHT2048,4k,4k,NPB,MG,1.09,Mop/s,33861799,173095255,0.1956
BHT2048,4k,4k,NPB,FT,1.22,Mop/s,584741265,3606007212,0.1622
BHT2048,4k,4k,NPB,BT,2.20,Mop/s,548183775,2573674310,0.2130
BHT2048,4k,4k,NPB,SP,1.25,Mop/s,355871279,1917240257,0.1856
BHT2048,4k,4k,NPB,LU,2.97,Mop/s,199856504,853668750,0.2341
BHT2048,4k,4k,UnixBench,Arithmetic_Overhead,22949849,lps,97541918,247813798,0.3936
BHT2048,4k,4k,UnixBench,Arithmetic_Register,669191,lps,142927548,247773814,0.5768
BHT2048,4k,4k,UnixBench,Arithmetic_Short,667670,lps,142621483,247647318,0.5759
BHT2048,4k,4k,UnixBench,Arithmetic_Int,669290,lps,142944988,247775655,0.5769
BHT2048,4k,4k,UnixBench,Dhrystone,271223,lps,84887517,186592335,0.4549
BHT2048,4k,4k,UnixBench,Arithmetic_Double,669573,lps,142996060,247827306,0.5770
BHT2048,4k,4k,UnixBench,Whetstone,21.261,MWIPS,113846839,255664419,0.4453
BHT2048,4k,4k,UnixBench,Syscall_Mix,24487,lps,46293587,247635475,0.1869
BHT2048,4k,4k,UnixBench,Syscall_GetPID,189200,lps,51683885,245963522,0.2101
BHT2048,4k,4k,UnixBench,Syscall_Exec,21,lps,2657135,21338447,0.1245
BHT2048,4k,4k,UnixBench,Pipe_Throughput,9883,lps,38086616,247814638,0.1537
BHT2048,4k,4k,UnixBench,Context_Switching,995,lps,14687937,119055953,0.1234
BHT256,4k,4k,NPB,EP,0.12,Mop/s,2083549481,6705369273,0.3107
BHT256,4k,4k,NPB,IS,0,-,0,0,0
BHT256,4k,4k,NPB,CG,0.79,Mop/s,355112825,2094024042,0.1696
BHT256,4k,4k,NPB,MG,1.08,Mop/s,33911148,174045582,0.1948
BHT256,4k,4k,NPB,FT,1.21,Mop/s,585586778,3636702080,0.1610
BHT256,4k,4k,NPB,BT,2.18,Mop/s,548807483,2593485844,0.2116
BHT256,4k,4k,NPB,SP,1.24,Mop/s,356444121,1936728916,0.1840
BHT256,4k,4k,NPB,LU,2.94,Mop/s,200062769,860997101,0.2324
BHT256,4k,4k,UnixBench,Arithmetic_Overhead,22873387,lps,97219890,247830177,0.3923
BHT256,4k,4k,UnixBench,Arithmetic_Register,665931,lps,142259656,247713830,0.5743
BHT256,4k,4k,UnixBench,Arithmetic_Short,665782,lps,142223928,247957680,0.5736
BHT256,4k,4k,UnixBench,Arithmetic_Int,665622,lps,142196170,247647482,0.5742
BHT256,4k,4k,UnixBench,Dhrystone,266381,lps,83383681,184203155,0.4527
BHT256,4k,4k,UnixBench,Arithmetic_Double,664310,lps,141941394,247522560,0.5734
BHT256,4k,4k,UnixBench,Whetstone,21.149,MWIPS,113870929,257037667,0.4430
BHT256,4k,4k,UnixBench,Syscall_Mix,23915,lps,45356484,247725546,0.1831
BHT256,4k,4k,UnixBench,Syscall_GetPID,193779,lps,52859665,245201422,0.2156
BHT256,4k,4k,UnixBench,Syscall_Exec,21,lps,2523594,20855843,0.1210
BHT256,4k,4k,UnixBench,Pipe_Throughput,9597,lps,37175248,247753341,0.1500
BHT256,4k,4k,UnixBench,Context_Switching,953,lps,15276368,129209124,0.1182
BHT32,4k,4k,NPB,EP,0.12,Mop/s,2086079926,6797443941,0.3069
BHT32,4k,4k,NPB,IS,0,-,0,0,0
BHT32,4k,4k,NPB,CG,0.78,Mop/s,355916651,2123277956,0.1676
BHT32,4k,4k,NPB,MG,1.07,Mop/s,33939320,175452781,0.1934
BHT32,4k,4k,NPB,FT,1.19,Mop/s,586578662,3671830935,0.1598
BHT32,4k,4k,NPB,BT,2.16,Mop/s,549478857,2618593879,0.2098
BHT32,4k,4k,NPB,SP,1.22,Mop/s,357284819,1967880252,0.1816
BHT32,4k,4k,NPB,LU,2.91,Mop/s,200301655,869796110,0.2303
BHT32,4k,4k,UnixBench,Arithmetic_Overhead,22607761,lps,96197054,247348505,0.3889
BHT32,4k,4k,UnixBench,Arithmetic_Register,658337,lps,140719798,247487018,0.5686
BHT32,4k,4k,UnixBench,Arithmetic_Short,657571,lps,140570232,247253161,0.5685
BHT32,4k,4k,UnixBench,Arithmetic_Int,659429,lps,140924498,247614368,0.5691
BHT32,4k,4k,UnixBench,Dhrystone,261170,lps,81824028,182736070,0.4478
BHT32,4k,4k,UnixBench,Arithmetic_Double,657980,lps,140647296,247409743,0.5685
BHT32,4k,4k,UnixBench,Whetstone,19.645,MWIPS,103467794,249382496,0.4149
BHT32,4k,4k,UnixBench,Syscall_Mix,22639,lps,43240037,247397772,0.1748
BHT32,4k,4k,UnixBench,Syscall_GetPID,209898,lps,56791425,244819399,0.2320
BHT32,4k,4k,UnixBench,Syscall_Exec,20,lps,2576438,21618456,0.1192
BHT32,4k,4k,UnixBench,Pipe_Throughput,8949,lps,35120382,247390936,0.1420
BHT32,4k,4k,UnixBench,Context_Switching,818,lps,14194869,121026339,0.1173
BHT4096,4k,4k,NPB,EP,0.12,Mop/s,2083109894,6681668804,0.3118
BHT4096,4k,4k,NPB,IS,0.47,Mop/s,7530967,34809272,0.2163
BHT4096,4k,4k,NPB,CG,0.79,Mop/s,354834465,2084324936,0.1702
BHT4096,4k,4k,NPB,MG,1.09,Mop/s,33869824,172908732,0.1959
BHT4096,4k,4k,NPB,FT,1.21,Mop/s,585166384,3617375735,0.1618
BHT4096,4k,4k,NPB,BT,2.19,Mop/s,548508994,2581487330,0.2125
BHT4096,4k,4k,NPB,SP,1.24,Mop/s,356107399,1923528137,0.1851
BHT4096,4k,4k,NPB,LU,2.96,Mop/s,199881456,855795420,0.2336
BHT4096,4k,4k,UnixBench,Arithmetic_Overhead,22914667,lps,97410301,247674850,0.3933
BHT4096,4k,4k,UnixBench,Arithmetic_Register,668747,lps,142836378,247772927,0.5765
BHT4096,4k,4k,UnixBench,Arithmetic_Short,668921,lps,142867576,247782503,0.5766
BHT4096,4k,4k,UnixBench,Arithmetic_Int,668381,lps,142765058,247718553,0.5763
BHT4096,4k,4k,UnixBench,Dhrystone,271997,lps,85124849,186817234,0.4557
BHT4096,4k,4k,UnixBench,Arithmetic_Double,668748,lps,142830643,247733961,0.5765
BHT4096,4k,4k,UnixBench,Whetstone,21.270,MWIPS,113845274,255448937,0.4457
BHT4096,4k,4k,UnixBench,Syscall_Mix,23648,lps,44883003,247799245,0.1811
BHT4096,4k,4k,UnixBench,Syscall_GetPID,219843,lps,59125187,246003487,0.2403
BHT4096,4k,4k,UnixBench,Syscall_Exec,21,lps,2613571,20994367,0.1245
BHT4096,4k,4k,UnixBench,Pipe_Throughput,10052,lps,38631642,247822941,0.1559
BHT4096,4k,4k,UnixBench,Context_Switching,1004,lps,14736865,119138969,0.1237
BHT512,4k,4k,NPB,EP,0.12,Mop/s,2083164787,6696240456,0.3111
BHT512,4k,4k,NPB,IS,0.46,Mop/s,7530917,34924496,0.2156
BHT512,4k,4k,NPB,CG,0.79,Mop/s,354978407,2091453918,0.1697
BHT512,4k,4k,NPB,MG,1.08,Mop/s,33900636,173630707,0.1952
BHT512,4k,4k,NPB,FT,1.21,Mop/s,585414772,3632894378,0.1611
BHT512,4k,4k,NPB,BT,2.18,Mop/s,548576433,2589709712,0.2118
BHT512,4k,4k,NPB,SP,1.24,Mop/s,356331043,1935903645,0.1841
BHT512,4k,4k,NPB,LU,2.94,Mop/s,200018862,860258681,0.2325
BHT512,4k,4k,UnixBench,Arithmetic_Overhead,22951609,lps,97532688,248021618,0.3932
BHT512,4k,4k,UnixBench,Arithmetic_Register,666176,lps,142312068,247837746,0.5742
BHT512,4k,4k,UnixBench,Arithmetic_Short,666284,lps,142329796,247794641,0.5744
BHT512,4k,4k,UnixBench,Arithmetic_Int,665075,lps,142095832,247550520,0.5740
BHT512,4k,4k,UnixBench,Dhrystone,268974,lps,84177764,185444094,0.4539
BHT512,4k,4k,UnixBench,Arithmetic_Double,666036,lps,142265380,247721868,0.5743
BHT512,4k,4k,UnixBench,Whetstone,21.161,MWIPS,113881804,256852498,0.4434
BHT512,4k,4k,UnixBench,Syscall_Mix,23641,lps,44885334,247475847,0.1814
BHT512,4k,4k,UnixBench,Syscall_GetPID,217424,lps,58556933,245922999,0.2381
BHT512,4k,4k,UnixBench,Syscall_Exec,21,lps,2708124,22454416,0.1206
BHT512,4k,4k,UnixBench,Pipe_Throughput,9768,lps,37724797,247478180,0.1524
BHT512,4k,4k,UnixBench,Context_Switching,959,lps,14584295,122564544,0.1190
BHT64,4k,4k,NPB,EP,0.12,Mop/s,2085660932,6784881637,0.3074
BHT64,4k,4k,NPB,IS,0.46,Mop/s,7545376,35225124,0.2142
BHT64,4k,4k,NPB,CG,0.78,Mop/s,355670606,2113666798,0.1683
BHT64,4k,4k,NPB,MG,1.07,Mop/s,33939294,175533231,0.1933
BHT64,4k,4k,NPB,FT,1.20,Mop/s,586408162,3666283052,0.1599
BHT64,4k,4k,NPB,BT,2.16,Mop/s,549398700,2616266220,0.2100
BHT64,4k,4k,NPB,SP,1.22,Mop/s,357163856,1965489640,0.1817
BHT64,4k,4k,NPB,LU,2.91,Mop/s,200203390,868032733,0.2306
BHT64,4k,4k,UnixBench,Arithmetic_Overhead,22623558,lps,96268421,247062071,0.3897
BHT64,4k,4k,UnixBench,Arithmetic_Register,659409,lps,140946736,247476935,0.5695
BHT64,4k,4k,UnixBench,Arithmetic_Short,661476,lps,141343245,247575253,0.5709
BHT64,4k,4k,UnixBench,Arithmetic_Int,659903,lps,141028683,247510833,0.5698
BHT64,4k,4k,UnixBench,Dhrystone,262505,lps,82230775,183180962,0.4489
BHT64,4k,4k,UnixBench,Arithmetic_Double,659662,lps,140982675,247389686,0.5699
BHT64,4k,4k,UnixBench,Whetstone,20.995,MWIPS,113933170,258711570,0.4404
BHT64,4k,4k,UnixBench,Syscall_Mix,23656,lps,44921936,247414454,0.1816
BHT64,4k,4k,UnixBench,Syscall_GetPID,222250,lps,59745929,245057475,0.2438
BHT64,4k,4k,UnixBench,Syscall_Exec,20,lps,2466968,20614864,0.1197
BHT64,4k,4k,UnixBench,Pipe_Throughput,9213,lps,35952880,247354528,0.1453
BHT64,4k,4k,UnixBench,Context_Switching,834,lps,14192946,121156419,0.1171
BHT8192,4k,4k,NPB,EP,0.12,Mop/s,2082546923,6675669519,0.3120
BHT8192,4k,4k,NPB,IS,0.46,Mop/s,7551138,35011190,0.2157
BHT8192,4k,4k,NPB,CG,0.79,Mop/s,354736892,2083484451,0.1703
BHT8192,4k,4k,NPB,MG,1.09,Mop/s,33856618,172363380,0.1964
BHT8192,4k,4k,NPB,FT,1.21,Mop/s,584957018,3615154729,0.1618
BHT8192,4k,4k,NPB,BT,2.19,Mop/s,548331870,2579486793,0.2126
BHT8192,4k,4k,NPB,SP,1.25,Mop/s,355983688,1922231782,0.1852
BHT8192,4k,4k,NPB,LU,2.96,Mop/s,199925360,856068847,0.2335
BHT8192,4k,4k,UnixBench,Arithmetic_Overhead,22957115,lps,97562998,247904133,0.3936
BHT8192,4k,4k,UnixBench,Arithmetic_Register,669008,lps,142880918,247857769,0.5765
BHT8192,4k,4k,UnixBench,Arithmetic_Short,668538,lps,142783145,247884228,0.5760
BHT8192,4k,4k,UnixBench,Arithmetic_Int,669916,lps,143061090,248059433,0.5767
BHT8192,4k,4k,UnixBench,Dhrystone,271569,lps,85002428,186891019,0.4548
BHT8192,4k,4k,UnixBench,Arithmetic_Double,667871,lps,142667864,247818310,0.5757
BHT8192,4k,4k,UnixBench,Whetstone,21.304,MWIPS,113816460,255445790,0.4456
BHT8192,4k,4k,UnixBench,Syscall_Mix,24429,lps,46215154,247470684,0.1868
BHT8192,4k,4k,UnixBench,Syscall_GetPID,218313,lps,58744179,246176284,0.2386
BHT8192,4k,4k,UnixBench,Syscall_Exec,22,lps,2721530,21507136,0.1265
BHT8192,4k,4k,UnixBench,Pipe_Throughput,10090,lps,38748414,247838857,0.1563
BHT8192,4k,4k,UnixBench,Context_Switching,1004,lps,14499320,116428291,0.1245
BHT1024,4k,4k,NPB,EP,0.12,Mop/s,2082812296,6675021648,0.3120
BHT1024,4k,4k,NPB,IS,0,-,0,0,0
BHT1024,4k,4k,NPB,CG,0.80,Mop/s,354632381,2075217777,0.1709
BHT1024,4k,4k,NPB,MG,1.08,Mop/s,33887842,173779578,0.1950
BHT1024,4k,4k,NPB,FT,1.22,Mop/s,584935635,3610600730,0.1620
BHT1024,4k,4k,NPB,BT,2.19,Mop/s,548416241,2578609628,0.2127
BHT1024,4k,4k,NPB,SP,1.24,Mop/s,356090582,1923659391,0.1851
BHT1024,4k,4k,NPB,LU,2.96,Mop/s,199912715,855158281,0.2338
BHT1024,4k,4k,UnixBench,Arithmetic_Overhead,22955220,lps,97570528,247719839,0.3939
BHT1024,4k,4k,UnixBench,Arithmetic_Register,668699,lps,142838781,247718735,0.5766
BHT1024,4k,4k,UnixBench,Arithmetic_Short,668711,lps,142832860,247737257,0.5765
BHT1024,4k,4k,UnixBench,Arithmetic_Int,668408,lps,142767883,247712051,0.5763
BHT1024,4k,4k,UnixBench,Dhrystone,270422,lps,84659821,186123501,0.4549
BHT1024,4k,4k,UnixBench,Arithmetic_Double,668305,lps,142754849,247662023,0.5764
BHT1024,4k,4k,UnixBench,Whetstone,21.304,MWIPS,113837839,255295687,0.4459
BHT1024,4k,4k,UnixBench,Syscall_Mix,24065,lps,45585921,247651375,0.1841
BHT1024,4k,4k,UnixBench,Syscall_GetPID,210786,lps,56988133,245544402,0.2321
BHT1024,4k,4k,UnixBench,Syscall_Exec,21,lps,2554747,20802027,0.1228
BHT1024,4k,4k,UnixBench,Pipe_Throughput,10013,lps,38510526,247747244,0.1554
BHT1024,4k,4k,UnixBench,Context_Switching,978,lps,14235014,116582849,0.1221
BHT128,4k,4k,NPB,EP,0.12,Mop/s,2084304049,6721836187,0.3101
BHT128,4k,4k,NPB,IS,0.47,Mop/s,7541385,34800578,0.2167
BHT128,4k,4k,NPB,CG,0.79,Mop/s,355127282,2090093158,0.1699
BHT128,4k,4k,NPB,MG,1.08,Mop/s,33920916,174485453,0.1944
BHT128,4k,4k,NPB,FT,1.20,Mop/s,585888205,3639260603,0.1610
BHT128,4k,4k,NPB,BT,2.18,Mop/s,549005343,2597677421,0.2113
BHT128,4k,4k,NPB,SP,1.24,Mop/s,356542646,1937382035,0.1840
BHT128,4k,4k,NPB,LU,2.93,Mop/s,200145321,862963483,0.2319
BHT128,4k,4k,UnixBench,Arithmetic_Overhead,22768396,lps,96841652,247482386,0.3913
BHT128,4k,4k,UnixBench,Arithmetic_Register,661771,lps,141439469,247404990,0.5717
BHT128,4k,4k,UnixBench,Arithmetic_Short,663639,lps,141805981,247552302,0.5728
BHT128,4k,4k,UnixBench,Arithmetic_Int,663335,lps,141716322,247597293,0.5724
BHT128,4k,4k,UnixBench,Dhrystone,262678,lps,82262562,182271218,0.4513
BHT128,4k,4k,UnixBench,Arithmetic_Double,661767,lps,141428138,247228709,0.5721
BHT128,4k,4k,UnixBench,Whetstone,21.098,MWIPS,113924082,257494688,0.4424
BHT128,4k,4k,UnixBench,Syscall_Mix,23274,lps,44343867,246956878,0.1796
BHT128,4k,4k,UnixBench,Syscall_GetPID,202075,lps,54836548,245781887,0.2231
BHT128,4k,4k,UnixBench,Syscall_Exec,20,lps,2562348,21291266,0.1203
BHT128,4k,4k,UnixBench,Pipe_Throughput,9432,lps,36661376,247562523,0.1481
BHT128,4k,4k,UnixBench,Context_Switching,933,lps,14326504,121954168,0.1175
BHT16384,4k,4k,NPB,EP,0.12,Mop/s,2083124543,6683963499,0.3117
BHT16384,4k,4k,NPB,IS,0.46,Mop/s,7543328,34937468,0.2159
BHT16384,4k,4k,NPB,CG,0.79,Mop/s,354914914,2086084089,0.1701
BHT16384,4k,4k,NPB,MG,1.08,Mop/s,33916469,173949863,0.1950
BHT16384,4k,4k,NPB,FT,1.21,Mop/s,585232301,3619823420,0.1617
BHT16384,4k,4k,NPB,BT,2.19,Mop/s,548564806,2583316121,0.2123
BHT16384,4k,4k,NPB,SP,1.24,Mop/s,356154057,1926384099,0.1849
BHT16384,4k,4k,NPB,LU,2.96,Mop/s,199961445,856493944,0.2335
BHT16384,4k,4k,UnixBench,Arithmetic_Overhead,22947767,lps,97537715,247756484,0.3937
BHT16384,4k,4k,UnixBench,Arithmetic_Register,667903,lps,142669446,247764639,0.5758
BHT16384,4k,4k,UnixBench,Arithmetic_Short,667054,lps,142513664,247653515,0.5755
BHT16384,4k,4k,UnixBench,Arithmetic_Int,668335,lps,142756958,247883654,0.5759
BHT16384,4k,4k,UnixBench,Dhrystone,273134,lps,85455215,187693199,0.4553
BHT16384,4k,4k,UnixBench,Arithmetic_Double,667619,lps,142616385,247657542,0.5759
BHT16384,4k,4k,UnixBench,Whetstone,21.282,MWIPS,113830141,255671830,0.4452
BHT16384,4k,4k,UnixBench,Syscall_Mix,24320,lps,46017631,247480581,0.1859
BHT16384,4k,4k,UnixBench,Syscall_GetPID,217999,lps,58678150,246158456,0.2384
BHT16384,4k,4k,UnixBench,Syscall_Exec,22,lps,2794565,22368634,0.1249
BHT16384,4k,4k,UnixBench,Pipe_Throughput,10012,lps,38524860,247520296,0.1556
BHT16384,4k,4k,UnixBench,Context_Switching,1001,lps,14475530,115781874,0.1250
BHT16,4k,4k,NPB,EP,0.12,Mop/s,2091720837,7043067351,0.2970
BHT16,4k,4k,NPB,IS,0,-,0,0,0
BHT16,4k,4k,NPB,CG,0.78,Mop/s,355691296,2115058205,0.1682
BHT16,4k,4k,NPB,MG,1.07,Mop/s,33926285,175596876,0.1932
BHT16,4k,4k,NPB,FT,1.20,Mop/s,586437539,3666436525,0.1599
BHT16,4k,4k,NPB,BT,2.16,Mop/s,549477111,2618799974,0.2098
BHT16,4k,4k,NPB,SP,1.22,Mop/s,357015738,1959449520,0.1822
BHT16,4k,4k,NPB,LU,2.91,Mop/s,200276734,869245927,0.2304
BHT16,4k,4k,UnixBench,Arithmetic_Overhead,22588715,lps,96109837,247361504,0.3885
BHT16,4k,4k,UnixBench,Arithmetic_Register,659245,lps,140893561,247664438,0.5689
BHT16,4k,4k,UnixBench,Arithmetic_Short,657904,lps,140636349,247378066,0.5685
BHT16,4k,4k,UnixBench,Arithmetic_Int,659127,lps,140872332,247740429,0.5686
BHT16,4k,4k,UnixBench,Dhrystone,259845,lps,81391511,181625121,0.4481
BHT16,4k,4k,UnixBench,Arithmetic_Double,658567,lps,140743683,247428437,0.5688
BHT16,4k,4k,UnixBench,Whetstone,19.473,MWIPS,103494879,251640542,0.4113
BHT16,4k,4k,UnixBench,Syscall_Mix,22563,lps,43138838,247237078,0.1745
BHT16,4k,4k,UnixBench,Syscall_GetPID,180213,lps,49554602,245519790,0.2018
BHT16,4k,4k,UnixBench,Syscall_Exec,20,lps,2539141,21289869,0.1193
BHT16,4k,4k,UnixBench,Pipe_Throughput,8940,lps,35077549,247572440,0.1417
BHT16,4k,4k,UnixBench,Context_Switching,885,lps,14438412,123424886,0.1170
BHT2048,4k,4k,NPB,EP,0.12,Mop/s,2082539186,6673807308,0.3120
BHT2048,4k,4k,NPB,IS,0,-,0,0,0
BHT2048,4k,4k,NPB,CG,0.79,Mop/s,354793067,2084081748,0.1702
BHT2048,4k,4k,NPB,MG,1.09,Mop/s,33865701,173264332,0.1955
BHT2048,4k,4k,NPB,FT,1.21,Mop/s,584962695,3615385975,0.1618
BHT2048,4k,4k,NPB,BT,2.19,Mop/s,548364307,2580320517,0.2125
BHT2048,4k,4k,NPB,SP,1.24,Mop/s,356108249,1927732700,0.1847
BHT2048,4k,4k,NPB,LU,2.95,Mop/s,199933040,856791695,0.2334
BHT2048,4k,4k,UnixBench,Arithmetic_Overhead,22975609,lps,97629638,247842544,0.3939
BHT2048,4k,4k,UnixBench,Arithmetic_Register,668645,lps,142813165,247829512,0.5763
BHT2048,4k,4k,UnixBench,Arithmetic_Short,667337,lps,142555659,247618045,0.5757
BHT2048,4k,4k,UnixBench,Arithmetic_Int,667345,lps,142560364,247621225,0.5757
BHT2048,4k,4k,UnixBench,Dhrystone,270927,lps,84793272,186531027,0.4546
BHT2048,4k,4k,UnixBench,Arithmetic_Double,668521,lps,142773986,247850214,0.5760
BHT2048,4k,4k,UnixBench,Whetstone,21.258,MWIPS,113838383,255804354,0.4450
BHT2048,4k,4k,UnixBench,Syscall_Mix,24623,lps,46518706,247606362,0.1879
BHT2048,4k,4k,UnixBench,Syscall_GetPID,194722,lps,53044697,245741699,0.2159
BHT2048,4k,4k,UnixBench,Syscall_Exec,21,lps,2625931,21148928,0.1242
BHT2048,4k,4k,UnixBench,Pipe_Throughput,10057,lps,38645598,247753986,0.1560
BHT2048,4k,4k,UnixBench,Context_Switching,990,lps,14533652,118186037,0.1230
BHT256,4k,4k,NPB,EP,0.12,Mop/s,2083399297,6699969328,0.3110
BHT256,4k,4k,NPB,IS,0.46,Mop/s,7558347,34880524,0.2167
BHT256,4k,4k,NPB,CG,0.79,Mop/s,354824460,2083640834,0.1703
BHT256,4k,4k,NPB,MG,1.09,Mop/s,33886703,173415204,0.1954
BHT256,4k,4k,NPB,FT,1.21,Mop/s,585447527,3630933765,0.1612
BHT256,4k,4k,NPB,BT,2.18,Mop/s,548658747,2589561072,0.2119
BHT256,4k,4k,NPB,SP,1.24,Mop/s,356258226,1930782408,0.1845
BHT256,4k,4k,NPB,LU,2.95,Mop/s,199986511,859096753,0.2328
BHT256,4k,4k,UnixBench,Arithmetic_Overhead,22888926,lps,97307751,247821268,0.3927
BHT256,4k,4k,UnixBench,Arithmetic_Register,665526,lps,142179082,247648417,0.5741
BHT256,4k,4k,UnixBench,Arithmetic_Short,666569,lps,142394098,247776899,0.5747
BHT256,4k,4k,UnixBench,Arithmetic_Int,664934,lps,142071353,247570299,0.5739
BHT256,4k,4k,UnixBench,Dhrystone,267767,lps,83819739,184835496,0.4535
BHT256,4k,4k,UnixBench,Arithmetic_Double,665055,lps,142099793,247757360,0.5735
BHT256,4k,4k,UnixBench,Whetstone,21.188,MWIPS,113864339,256487013,0.4439
BHT256,4k,4k,UnixBench,Syscall_Mix,23866,lps,45286304,247299321,0.1831
BHT256,4k,4k,UnixBench,Syscall_GetPID,227697,lps,61055103,245327428,0.2489
BHT256,4k,4k,UnixBench,Syscall_Exec,21,lps,2566833,21137230,0.1214
BHT256,4k,4k,UnixBench,Pipe_Throughput,9559,lps,37071844,247655974,0.1497
BHT256,4k,4k,UnixBench,Context_Switching,939,lps,15104496,127081273,0.1189
BHT32,4k,4k,NPB,EP,0.12,Mop/s,2085915591,6792125790,0.3071
BHT32,4k,4k,NPB,IS,0,-,0,0,0
BHT32,4k,4k,NPB,CG,0.78,Mop/s,355857542,2122068682,0.1677
BHT32,4k,4k,NPB,MG,1.07,Mop/s,33951016,175464636,0.1935
BHT32,4k,4k,NPB,FT,1.19,Mop/s,586492362,3669890002,0.1598
BHT32,4k,4k,NPB,BT,2.16,Mop/s,549464647,2618152983,0.2099
BHT32,4k,4k,NPB,SP,1.22,Mop/s,357215169,1964479891,0.1818
BHT32,4k,4k,NPB,LU,2.91,Mop/s,200288847,868872879,0.2305
BHT32,4k,4k,UnixBench,Arithmetic_Overhead,22620403,lps,96246478,247415972,0.3890
BHT32,4k,4k,UnixBench,Arithmetic_Register,658701,lps,140793474,247512034,0.5688
BHT32,4k,4k,UnixBench,Arithmetic_Short,658461,lps,140739800,247282422,0.5691
BHT32,4k,4k,UnixBench,Arithmetic_Int,658891,lps,140823487,247538375,0.5689
BHT32,4k,4k,UnixBench,Dhrystone,261526,lps,81893309,182737241,0.4481
BHT32,4k,4k,UnixBench,Arithmetic_Double,658837,lps,140816981,247458883,0.5691
BHT32,4k,4k,UnixBench,Whetstone,19.670,MWIPS,103447762,249359116,0.4149
BHT32,4k,4k,UnixBench,Syscall_Mix,22795,lps,43523402,247258482,0.1760
BHT32,4k,4k,UnixBench,Syscall_GetPID,209771,lps,56769340,244886769,0.2318
BHT32,4k,4k,UnixBench,Syscall_Exec,20,lps,2546239,21346552,0.1193
BHT32,4k,4k,UnixBench,Pipe_Throughput,8955,lps,35119740,247561708,0.1419
BHT32,4k,4k,UnixBench,Context_Switching,819,lps,13908348,118805786,0.1171
BHT4096,4k,4k,NPB,EP,0.12,Mop/s,2082851099,6671779744,0.3122
BHT4096,4k,4k,NPB,IS,0.47,Mop/s,7544948,34646799,0.2178
BHT4096,4k,4k,NPB,CG,0.80,Mop/s,354638474,2073129269,0.1711
BHT4096,4k,4k,NPB,MG,1.09,Mop/s,33868276,172753273,0.1960
BHT4096,4k,4k,NPB,FT,1.22,Mop/s,584903685,3605640532,0.1622
BHT4096,4k,4k,NPB,BT,2.19,Mop/s,548380508,2576267258,0.2129
BHT4096,4k,4k,NPB,SP,1.24,Mop/s,356217980,1928011350,0.1848
BHT4096,4k,4k,NPB,LU,2.96,Mop/s,199854425,853740807,0.2341
BHT4096,4k,4k,UnixBench,Arithmetic_Overhead,22925654,lps,97440620,247683754,0.3934
BHT4096,4k,4k,UnixBench,Arithmetic_Register,669298,lps,142943491,247855559,0.5767
BHT4096,4k,4k,UnixBench,Arithmetic_Short,668042,lps,142696183,247858773,0.5757
BHT4096,4k,4k,UnixBench,Arithmetic_Int,669816,lps,143036648,247925430,0.5769
BHT4096,4k,4k,UnixBench,Dhrystone,269522,lps,84315594,185241927,0.4552
BHT4096,4k,4k,UnixBench,Arithmetic_Double,669384,lps,142955998,247841944,0.5768
